Subject	Predicate	Object
STM3134	is not regulated by antibiotic	Fosmidomycin
STM3128	is not regulated by antibiotic	Fosmidomycin
STM3072	is not regulated by antibiotic	Fosmidomycin
STM3021	is not regulated by antibiotic	Fosmidomycin
STM2923	is not regulated by antibiotic	Fosmidomycin
STM2905	is not regulated by antibiotic	Fosmidomycin
STM2666	is not regulated by antibiotic	Fosmidomycin
STM2475	is not regulated by antibiotic	Fosmidomycin
STM2446	is not regulated by antibiotic	Fosmidomycin
STM2400	is not regulated by antibiotic	Fosmidomycin
STM2343	is not regulated by antibiotic	Fosmidomycin
STM2329	is not regulated by antibiotic	Fosmidomycin
STM2244	is not regulated by antibiotic	Fosmidomycin
STM2209	is not regulated by antibiotic	Fosmidomycin
STM2180	is not regulated by antibiotic	Fosmidomycin
STM2179	is not regulated by antibiotic	Fosmidomycin
STM2177	is not regulated by antibiotic	Fosmidomycin
STM2173	is not regulated by antibiotic	Fosmidomycin
STM2148	is not regulated by antibiotic	Fosmidomycin
STM1926	is not regulated by antibiotic	Fosmidomycin
STM1863	is not regulated by antibiotic	Fosmidomycin
STM1810	is not regulated by antibiotic	Fosmidomycin
STM1791	is not regulated by antibiotic	Fosmidomycin
STM1789	is not regulated by antibiotic	Fosmidomycin
STM1733	is not regulated by antibiotic	Fosmidomycin
STM1653	is not regulated by antibiotic	Fosmidomycin
STM1649	is not regulated by antibiotic	Fosmidomycin
STM1618	is not regulated by antibiotic	Fosmidomycin
STM1616	is not regulated by antibiotic	Fosmidomycin
STM1613	is not regulated by antibiotic	Fosmidomycin
STM1585	is not regulated by antibiotic	Fosmidomycin
STM1541	is not regulated by antibiotic	Fosmidomycin
STM1534	is not regulated by antibiotic	Fosmidomycin
STM1513	is not regulated by antibiotic	Fosmidomycin
STM1484	is not regulated by antibiotic	Fosmidomycin
STM1481	is not regulated by antibiotic	Fosmidomycin
STM1324	is not regulated by antibiotic	Fosmidomycin
STM1260	is not regulated by antibiotic	Fosmidomycin
STM1257	is not regulated by antibiotic	Fosmidomycin
STM1254	is not regulated by antibiotic	Fosmidomycin
STM1078	is not regulated by antibiotic	Fosmidomycin
STM0952	is not regulated by antibiotic	Fosmidomycin
STM0932	is not regulated by antibiotic	Fosmidomycin
STM0721	is not regulated by antibiotic	Fosmidomycin
STM0718	is not regulated by antibiotic	Fosmidomycin
STM0716	is not regulated by antibiotic	Fosmidomycin
STM0715	is not regulated by antibiotic	Fosmidomycin
STM0649	is not regulated by antibiotic	Fosmidomycin
STM0565	is not regulated by antibiotic	Fosmidomycin
STM0412	is not regulated by antibiotic	Fosmidomycin
STM0410	is not regulated by antibiotic	Fosmidomycin
STM0409	is not regulated by antibiotic	Fosmidomycin
STM0402	is not regulated by antibiotic	Fosmidomycin
STM0359	is not regulated by antibiotic	Fosmidomycin
STM0307	is not regulated by antibiotic	Fosmidomycin
STM0290	is not regulated by antibiotic	Fosmidomycin
STM0276	is not regulated by antibiotic	Fosmidomycin
STM0164	is not regulated by antibiotic	Fosmidomycin
STM0156	is not regulated by antibiotic	Fosmidomycin
STM0155	is not regulated by antibiotic	Fosmidomycin
STM0082	is not regulated by antibiotic	Fosmidomycin
STM0080	is not regulated by antibiotic	Fosmidomycin
STM0033	is not regulated by antibiotic	Fosmidomycin
PSLT050	is not regulated by antibiotic	Fosmidomycin
PSLT046	is not regulated by antibiotic	Fosmidomycin
PSLT042	is not regulated by antibiotic	Fosmidomycin
PSLT032	is not regulated by antibiotic	Fosmidomycin
STM2280	is not regulated by antibiotic	Fosmidomycin
STM1014	is not regulated by antibiotic	Fosmidomycin
STM1009	is not regulated by antibiotic	Fosmidomycin
STM2712	is not regulated by antibiotic	Fosmidomycin
STM1007	is not regulated by antibiotic	Fosmidomycin
STM1019	is not regulated by antibiotic	Fosmidomycin
STM4597	is not regulated by antibiotic	Fosmidomycin
STM4596	is not regulated by antibiotic	Fosmidomycin
STM4595	is not regulated by antibiotic	Fosmidomycin
STM4575	is not regulated by antibiotic	Fosmidomycin
STM4574	is not regulated by antibiotic	Fosmidomycin
STM4571	is not regulated by antibiotic	Fosmidomycin
STM4552	is not regulated by antibiotic	Fosmidomycin
STM4551	is not regulated by antibiotic	Fosmidomycin
STM4549	is not regulated by antibiotic	Fosmidomycin
STM4540	is not regulated by antibiotic	Fosmidomycin
STM4539	is not regulated by antibiotic	Fosmidomycin
STM4538	is not regulated by antibiotic	Fosmidomycin
STM4537	is not regulated by antibiotic	Fosmidomycin
STM4536	is not regulated by antibiotic	Fosmidomycin
STM4535	is not regulated by antibiotic	Fosmidomycin
STM4534	is not regulated by antibiotic	Fosmidomycin
STM4522	is not regulated by antibiotic	Fosmidomycin
STM4520	is not regulated by antibiotic	Fosmidomycin
STM4519	is not regulated by antibiotic	Fosmidomycin
STM4518	is not regulated by antibiotic	Fosmidomycin
STM4510	is not regulated by antibiotic	Fosmidomycin
STM4506	is not regulated by antibiotic	Fosmidomycin
STM4505	is not regulated by antibiotic	Fosmidomycin
STM4504	is not regulated by antibiotic	Fosmidomycin
STM4503	is not regulated by antibiotic	Fosmidomycin
STM4502	is not regulated by antibiotic	Fosmidomycin
STM4498	is not regulated by antibiotic	Fosmidomycin
STM4497	is not regulated by antibiotic	Fosmidomycin
STM4496	is not regulated by antibiotic	Fosmidomycin
STM4495	is not regulated by antibiotic	Fosmidomycin
STM4494	is not regulated by antibiotic	Fosmidomycin
STM4493	is not regulated by antibiotic	Fosmidomycin
STM4492	is not regulated by antibiotic	Fosmidomycin
STM4491	is not regulated by antibiotic	Fosmidomycin
STM4490	is not regulated by antibiotic	Fosmidomycin
STM4489	is not regulated by antibiotic	Fosmidomycin
STM4488	is not regulated by antibiotic	Fosmidomycin
STM4478	is not regulated by antibiotic	Fosmidomycin
STM4466	is not regulated by antibiotic	Fosmidomycin
STM4464	is not regulated by antibiotic	Fosmidomycin
STM4457	is not regulated by antibiotic	Fosmidomycin
STM4448	is not regulated by antibiotic	Fosmidomycin
STM4447	is not regulated by antibiotic	Fosmidomycin
STM4446	is not regulated by antibiotic	Fosmidomycin
STM4445	is not regulated by antibiotic	Fosmidomycin
STM4444	is not regulated by antibiotic	Fosmidomycin
STM4442	is not regulated by antibiotic	Fosmidomycin
STM4436	is not regulated by antibiotic	Fosmidomycin
STM4435	is not regulated by antibiotic	Fosmidomycin
STM4434	is not regulated by antibiotic	Fosmidomycin
STM4433	is not regulated by antibiotic	Fosmidomycin
STM4432	is not regulated by antibiotic	Fosmidomycin
STM4431	is not regulated by antibiotic	Fosmidomycin
STM4430	is not regulated by antibiotic	Fosmidomycin
STM4429	is not regulated by antibiotic	Fosmidomycin
STM4428	is not regulated by antibiotic	Fosmidomycin
STM4427	is not regulated by antibiotic	Fosmidomycin
STM4423	is not regulated by antibiotic	Fosmidomycin
STM4422	is not regulated by antibiotic	Fosmidomycin
STM4421	is not regulated by antibiotic	Fosmidomycin
STM4420	is not regulated by antibiotic	Fosmidomycin
STM4419	is not regulated by antibiotic	Fosmidomycin
STM4418	is not regulated by antibiotic	Fosmidomycin
STM4417	is not regulated by antibiotic	Fosmidomycin
STM4413	is not regulated by antibiotic	Fosmidomycin
STM4412	is not regulated by antibiotic	Fosmidomycin
STM4390	is not regulated by antibiotic	Fosmidomycin
STM4372	is not regulated by antibiotic	Fosmidomycin
STM4351	is not regulated by antibiotic	Fosmidomycin
STM4320	is not regulated by antibiotic	Fosmidomycin
STM4318	is not regulated by antibiotic	Fosmidomycin
STM4317	is not regulated by antibiotic	Fosmidomycin
STM4316	is not regulated by antibiotic	Fosmidomycin
STM4315	is not regulated by antibiotic	Fosmidomycin
STM4313	is not regulated by antibiotic	Fosmidomycin
STM4312	is not regulated by antibiotic	Fosmidomycin
STM4310	is not regulated by antibiotic	Fosmidomycin
STM4309	is not regulated by antibiotic	Fosmidomycin
STM4308	is not regulated by antibiotic	Fosmidomycin
STM4307	is not regulated by antibiotic	Fosmidomycin
STM4306	is not regulated by antibiotic	Fosmidomycin
STM4305	is not regulated by antibiotic	Fosmidomycin
STM4302	is not regulated by antibiotic	Fosmidomycin
STM4272	is not regulated by antibiotic	Fosmidomycin
STM4270	is not regulated by antibiotic	Fosmidomycin
STM4267	is not regulated by antibiotic	Fosmidomycin
STM4262	is not regulated by antibiotic	Fosmidomycin
STM4261	is not regulated by antibiotic	Fosmidomycin
STM4259	is not regulated by antibiotic	Fosmidomycin
STM4258	is not regulated by antibiotic	Fosmidomycin
STM4257	is not regulated by antibiotic	Fosmidomycin
STM4255	is not regulated by antibiotic	Fosmidomycin
STM4253	is not regulated by antibiotic	Fosmidomycin
STM4252	is not regulated by antibiotic	Fosmidomycin
STM4242	is not regulated by antibiotic	Fosmidomycin
STM4239	is not regulated by antibiotic	Fosmidomycin
STM4219	is not regulated by antibiotic	Fosmidomycin
STM4218	is not regulated by antibiotic	Fosmidomycin
STM4217	is not regulated by antibiotic	Fosmidomycin
STM4216	is not regulated by antibiotic	Fosmidomycin
STM4215	is not regulated by antibiotic	Fosmidomycin
STM4214	is not regulated by antibiotic	Fosmidomycin
STM4213	is not regulated by antibiotic	Fosmidomycin
STM4212	is not regulated by antibiotic	Fosmidomycin
STM4211	is not regulated by antibiotic	Fosmidomycin
STM4210	is not regulated by antibiotic	Fosmidomycin
STM4209	is not regulated by antibiotic	Fosmidomycin
STM4208	is not regulated by antibiotic	Fosmidomycin
STM4207	is not regulated by antibiotic	Fosmidomycin
STM4206	is not regulated by antibiotic	Fosmidomycin
STM4205	is not regulated by antibiotic	Fosmidomycin
STM4204	is not regulated by antibiotic	Fosmidomycin
STM4203	is not regulated by antibiotic	Fosmidomycin
STM4202	is not regulated by antibiotic	Fosmidomycin
STM4201	is not regulated by antibiotic	Fosmidomycin
STM4200	is not regulated by antibiotic	Fosmidomycin
STM4199	is not regulated by antibiotic	Fosmidomycin
STM4198	is not regulated by antibiotic	Fosmidomycin
STM4197	is not regulated by antibiotic	Fosmidomycin
STM4196	is not regulated by antibiotic	Fosmidomycin
STM4191	is not regulated by antibiotic	Fosmidomycin
STM4186	is not regulated by antibiotic	Fosmidomycin
STM4104	is not regulated by antibiotic	Fosmidomycin
STM4103	is not regulated by antibiotic	Fosmidomycin
STM4102	is not regulated by antibiotic	Fosmidomycin
STM4098	is not regulated by antibiotic	Fosmidomycin
STM4097	is not regulated by antibiotic	Fosmidomycin
STM4071	is not regulated by antibiotic	Fosmidomycin
STM4069	is not regulated by antibiotic	Fosmidomycin
STM4068	is not regulated by antibiotic	Fosmidomycin
STM4067	is not regulated by antibiotic	Fosmidomycin
STM4066	is not regulated by antibiotic	Fosmidomycin
STM4065	is not regulated by antibiotic	Fosmidomycin
STM4057	is not regulated by antibiotic	Fosmidomycin
STM4053	is not regulated by antibiotic	Fosmidomycin
STM4052	is not regulated by antibiotic	Fosmidomycin
STM4044	is not regulated by antibiotic	Fosmidomycin
STM4042a	is not regulated by antibiotic	Fosmidomycin
STM4041	is not regulated by antibiotic	Fosmidomycin
STM4039	is not regulated by antibiotic	Fosmidomycin
STM4033	is not regulated by antibiotic	Fosmidomycin
STM4032	is not regulated by antibiotic	Fosmidomycin
STM4031	is not regulated by antibiotic	Fosmidomycin
STM4030	is not regulated by antibiotic	Fosmidomycin
STM4015	is not regulated by antibiotic	Fosmidomycin
STM4014	is not regulated by antibiotic	Fosmidomycin
STM4013	is not regulated by antibiotic	Fosmidomycin
STM4012	is not regulated by antibiotic	Fosmidomycin
STM4011	is not regulated by antibiotic	Fosmidomycin
STM4010	is not regulated by antibiotic	Fosmidomycin
STM4008	is not regulated by antibiotic	Fosmidomycin
STM3981	is not regulated by antibiotic	Fosmidomycin
STM3966	is not regulated by antibiotic	Fosmidomycin
STM3940	is not regulated by antibiotic	Fosmidomycin
STM3863	is not regulated by antibiotic	Fosmidomycin
STM3860	is not regulated by antibiotic	Fosmidomycin
STM3859	is not regulated by antibiotic	Fosmidomycin
STM3858	is not regulated by antibiotic	Fosmidomycin
STM3846	is not regulated by antibiotic	Fosmidomycin
STM3834	is not regulated by antibiotic	Fosmidomycin
STM3833	is not regulated by antibiotic	Fosmidomycin
STM3832	is not regulated by antibiotic	Fosmidomycin
STM3799	is not regulated by antibiotic	Fosmidomycin
STM3796a	is not regulated by antibiotic	Fosmidomycin
STM3791	is not regulated by antibiotic	Fosmidomycin
STM3784	is not regulated by antibiotic	Fosmidomycin
STM3782	is not regulated by antibiotic	Fosmidomycin
STM3781	is not regulated by antibiotic	Fosmidomycin
STM3780	is not regulated by antibiotic	Fosmidomycin
STM3778	is not regulated by antibiotic	Fosmidomycin
STM3777	is not regulated by antibiotic	Fosmidomycin
STM3775	is not regulated by antibiotic	Fosmidomycin
STM3773	is not regulated by antibiotic	Fosmidomycin
STM3769	is not regulated by antibiotic	Fosmidomycin
STM3768	is not regulated by antibiotic	Fosmidomycin
STM3767	is not regulated by antibiotic	Fosmidomycin
STM3766	is not regulated by antibiotic	Fosmidomycin
STM3760	is not regulated by antibiotic	Fosmidomycin
STM3754	is not regulated by antibiotic	Fosmidomycin
STM3752	is not regulated by antibiotic	Fosmidomycin
STM3745	is not regulated by antibiotic	Fosmidomycin
STM3737	is not regulated by antibiotic	Fosmidomycin
STM3736	is not regulated by antibiotic	Fosmidomycin
STM3698	is not regulated by antibiotic	Fosmidomycin
STM3697	is not regulated by antibiotic	Fosmidomycin
STM3696	is not regulated by antibiotic	Fosmidomycin
STM3681	is not regulated by antibiotic	Fosmidomycin
STM3679	is not regulated by antibiotic	Fosmidomycin
STM3678	is not regulated by antibiotic	Fosmidomycin
STM3670	is not regulated by antibiotic	Fosmidomycin
STM3652	is not regulated by antibiotic	Fosmidomycin
STM3651	is not regulated by antibiotic	Fosmidomycin
STM3650	is not regulated by antibiotic	Fosmidomycin
STM3633	is not regulated by antibiotic	Fosmidomycin
STM3632	is not regulated by antibiotic	Fosmidomycin
STM3631	is not regulated by antibiotic	Fosmidomycin
STM3605	is not regulated by antibiotic	Fosmidomycin
STM3604	is not regulated by antibiotic	Fosmidomycin
STM3602	is not regulated by antibiotic	Fosmidomycin
STM3601	is not regulated by antibiotic	Fosmidomycin
STM3600	is not regulated by antibiotic	Fosmidomycin
STM3599	is not regulated by antibiotic	Fosmidomycin
STM3598	is not regulated by antibiotic	Fosmidomycin
STM3595	is not regulated by antibiotic	Fosmidomycin
STM3558	is not regulated by antibiotic	Fosmidomycin
STM3549	is not regulated by antibiotic	Fosmidomycin
STM3548	is not regulated by antibiotic	Fosmidomycin
STM3533	is not regulated by antibiotic	Fosmidomycin
STM3532	is not regulated by antibiotic	Fosmidomycin
STM3531	is not regulated by antibiotic	Fosmidomycin
STM3529	is not regulated by antibiotic	Fosmidomycin
STM3528	is not regulated by antibiotic	Fosmidomycin
STM3527	is not regulated by antibiotic	Fosmidomycin
STM3521	is not regulated by antibiotic	Fosmidomycin
STM3517	is not regulated by antibiotic	Fosmidomycin
STM3516	is not regulated by antibiotic	Fosmidomycin
STM3508	is not regulated by antibiotic	Fosmidomycin
STM3411	is not regulated by antibiotic	Fosmidomycin
STM3388	is not regulated by antibiotic	Fosmidomycin
STM3358	is not regulated by antibiotic	Fosmidomycin
STM3357	is not regulated by antibiotic	Fosmidomycin
STM3356	is not regulated by antibiotic	Fosmidomycin
STM3350	is not regulated by antibiotic	Fosmidomycin
STM3343	is not regulated by antibiotic	Fosmidomycin
STM3334	is not regulated by antibiotic	Fosmidomycin
STM3333	is not regulated by antibiotic	Fosmidomycin
STM3291	is not regulated by antibiotic	Fosmidomycin
STM3278	is not regulated by antibiotic	Fosmidomycin
STM3277	is not regulated by antibiotic	Fosmidomycin
STM3262	is not regulated by antibiotic	Fosmidomycin
STM3261	is not regulated by antibiotic	Fosmidomycin
STM3260	is not regulated by antibiotic	Fosmidomycin
STM3259	is not regulated by antibiotic	Fosmidomycin
STM3258	is not regulated by antibiotic	Fosmidomycin
STM3256	is not regulated by antibiotic	Fosmidomycin
STM3255	is not regulated by antibiotic	Fosmidomycin
STM3254	is not regulated by antibiotic	Fosmidomycin
STM3251	is not regulated by antibiotic	Fosmidomycin
STM3216	is not regulated by antibiotic	Fosmidomycin
STM3198	is not regulated by antibiotic	Fosmidomycin
STM3192	is not regulated by antibiotic	Fosmidomycin
STM3191	is not regulated by antibiotic	Fosmidomycin
STM3175	is not regulated by antibiotic	Fosmidomycin
STM3170	is not regulated by antibiotic	Fosmidomycin
STM3169	is not regulated by antibiotic	Fosmidomycin
STM3167	is not regulated by antibiotic	Fosmidomycin
STM3166	is not regulated by antibiotic	Fosmidomycin
STM3156	is not regulated by antibiotic	Fosmidomycin
STM3155	is not regulated by antibiotic	Fosmidomycin
STM3154	is not regulated by antibiotic	Fosmidomycin
STM3152	is not regulated by antibiotic	Fosmidomycin
STM3142	is not regulated by antibiotic	Fosmidomycin
STM3141	is not regulated by antibiotic	Fosmidomycin
STM3138	is not regulated by antibiotic	Fosmidomycin
STM3133	is not regulated by antibiotic	Fosmidomycin
STM3132	is not regulated by antibiotic	Fosmidomycin
STM3131	is not regulated by antibiotic	Fosmidomycin
STM3129	is not regulated by antibiotic	Fosmidomycin
STM3127	is not regulated by antibiotic	Fosmidomycin
STM3126	is not regulated by antibiotic	Fosmidomycin
STM3125	is not regulated by antibiotic	Fosmidomycin
STM3124	is not regulated by antibiotic	Fosmidomycin
STM3123	is not regulated by antibiotic	Fosmidomycin
STM3122	is not regulated by antibiotic	Fosmidomycin
STM3119	is not regulated by antibiotic	Fosmidomycin
STM3117	is not regulated by antibiotic	Fosmidomycin
STM3098	is not regulated by antibiotic	Fosmidomycin
STM3085	is not regulated by antibiotic	Fosmidomycin
STM3084	is not regulated by antibiotic	Fosmidomycin
STM3083	is not regulated by antibiotic	Fosmidomycin
STM3082	is not regulated by antibiotic	Fosmidomycin
STM3081	is not regulated by antibiotic	Fosmidomycin
STM3080	is not regulated by antibiotic	Fosmidomycin
STM3079	is not regulated by antibiotic	Fosmidomycin
STM3075	is not regulated by antibiotic	Fosmidomycin
STM3074	is not regulated by antibiotic	Fosmidomycin
STM3073	is not regulated by antibiotic	Fosmidomycin
STM3071	is not regulated by antibiotic	Fosmidomycin
STM3052	is not regulated by antibiotic	Fosmidomycin
