Source	Target
A0A741MC91	
A0A732IR07	
A0A3Z7WGE6	
A0A736A3M1	
A0A713Q110	
A0A701JST5	
A0A701EDZ2	
A0A707YS84	
A0A710LND3	
A0A6Y2L1E8	
A0A732IQ94	
A0A5W2MEX8	
A0A727MJ40	
A0A627GUG5	
A0A701X478	
A0A741Y1J9	
A0A5Z5YWT8	
A0A752PL96	
A0A707WVU5	
A0A752DU62	
A0A708EDX0	
A0A0E3KJP1	
A0A727MWP7	
A0A609IW90	
A0A603KF44	
A0A707YQC4	
A0A0P0C3Q0	
A0A5Z8ZV05	
A0A707XLK4	
A0A707YH56	
A0A729KUS7	
A0A705WT35	
A0A5X1RSW8	
A0A735TNQ9	
A0A716PVJ5	
A0A6Y2XRM5	
A0A701B413	
A0A729JCE5	
A0A5W3T169	
A0A602C7K1	
A0A727S4K7	
A0A6Y4AK76	
A0A629AQD7	
A0A736Q0D5	
A0A731BS49	
A0A5X1PC75	
A0A728E495	
A0A710W852	
A0A609IZZ7	
A0A716KBL1	
A0A705WYV4	
A0A6Y3RBR4	
A0A728JDG3	
A0A727M9J0	
A0A634SJ35	
A0A731MER3	
A0A709YYK0	
A0A647ANV0	
A0A3T9YZ38	
A0A707ZNS8	
A0A609RY33	
A0A6Y2A3C2	
A0A3U8KUK1	
A0A6Y0Y4T8	
A0A602C3E9	
A0A709FBU0	
A0A701J1E6	
A0A736A1T6	
A0A707ZWY4	
A0A707YZC5	
A0A708N0M6	
A0A5X1B1G5	
A0A707ZRI6	
A0A707LIN7	
A0A736DZN4	
A0A627WRD6	
A0A705XUJ4	
A0A710C1B5	
A0A706RHX6	
A0A708XDK9	
A0A5U8V8U6	
A0A628N7M6	
A0A3V9J4S6	
A0A727S2K5	
A0A705WRF6	
A0A609IX26	
A0A5X0PJ85	
A0A600BNY1	
A0A706H2M2	
A0A5W1WSZ3	
A0A701J3M4	
A0A701E6W5	
A0A701J3L4	
A0A707YRL5	
A0A5U8V530	
A0A709VF83	
A0A708DGH4	
A0A707MLJ3	
A0A727MHI9	
A0A713Y1J2	
A0A701D2A5	
A0A737XUU0	
A0A730R754	
A0A714I6K5	
A0A736JSV9	
A0A614PZM6	
A0A609J0Q8	
A0A767WC28	
A0A634KEV2	
A0A708CZS9	
A0A735ZS49	
A0A709T111	
A0A708S1I6	
A0A710F604	
A0A709BPU8	
A0A6Y2XRM6	
A0A5W8QQM0	
A0A752NVD0	
A0A611V5E0	
A0A701PQ89	
A0A5V7S7C6	
A0A5Z8AFI3	
A0A707J3I4	
A0A617W9F5	
A0A5W5BLY8	
A0A610Z8I0	
A0A727MQB8	
A0A3Y8IF84	
A0A713QJV6	
A0A630MUX9	
A0A734M7G3	
A0A5V6I545	
A0A3Z1VD40	
A0A5W8W600	
A0A3Z1VB57	
A0A701F9V1	
A0A774MX00	
A0A707L589	
A0A5Z7QXI1	
A0A707UYJ0	
A0A5W2U3C4	
A0A5X0QKA4	
A0A877HTA7	
A0A701NHT6	
A0A5V7RHC8	
A0A611C279	
A0A707ZGU2	
A0A0A7CXD3	
A0A632VC10	
A0A701NIG1	
A0A3V2HTX3	
A0A730N5J8	
A0A730MYF0	
A0A708HNE8	
A0A5W5ZV01	
A0A611GJD8	
A0A774MWU2	
A0A620W8G0	
A0A701P1L1	
A0A5X9PRS1	
A0A707YUY8	
A0A705WX58	
A0A736EAE5	
A0A5Y0P206	
A0A3Y4XCA4	
A0A707YRT6	
A0A735ZVN3	
A0A636YXN5	
A0A701IY39	
A0A5W6ALM4	
A0A877HW99	
A0A603Q4Q1	
A0A3Z7WDE2	
A0A603UXN3	
A0A701J189	
A0A603V822	
A0A706C248	
A0A6Y1KMZ3	
A0A706IVL6	
A0A701IY87	
A0A635WX44	
A0A603V0Y9	
A0A709HQT2	
A0A707YTY7	
A0A741QZT1	
A0A628N9F8	
A0A708LRW0	
A0A5W6Z705	
A0A5Z6GKN7	
A0A706L6C1	
A0A603Q6M8	
A0A3Z1VBJ4	
A0A706FH30	
A0A710EPF3	
A0A5X3BX04	
A0A707PQ61	
A0A707UTP1	
A0A701JWJ2	
A0A5X8HW23	
A0A5Z8ALF0	
A0A727MT19	
A0A736JZJ9	
A0A705X066	
A0A637VRJ3	
A0A705WZ94	
A0A731G7T6	
A0A701DPA8	
A0A5W5ZG90	
A0A5X0J8R4	
A0A774MZ78	
A0A635DQD6	
A0A611FHX8	
A0A611CV19	
A0A5V8WHW7	
A0A713KG78	
A0A727MLP7	
A0A708NVN7	
A0A707BSL9	
A0A634AY72	
A0A709F7D9	
A0A707J4G3	
A0A5W2ULX5	
A0A708E1F8	
A0A736PXU2	
A0A701IYH3	
A0A3Z1V164	
A0A3Z1V730	
A0A707LG55	
A0A609RK26	
A0A705WXR3	
A0A774MSJ1	
A0A610K1Z4	
A0A5U8V4L3	
A0A727UQL4	
A0A727MIA3	
A0A701JKS8	
A0A5X3BMV9	
A0A708D9K9	
A0A5W1NJS7	
A0A620WAH9	
A0A708CDX5	
A0A710BJH2	
A0A706N395	
A0A707ZRF9	
A0A708CMM2	
A0A710VVE7	
A0A736SS96	
A0A706XKK3	
A0A701TBK7	
A0A3Z5UKK4	
A0A603V7L8	
A0A5Z6F9C5	
A0A603VCR1	
A0A736E8A7	
A0A634K3V2	
A0A706NED5	
A0A727MP59	
A0A707JDA5	
A0A714BIZ5	
A0A709YVH5	
A0A706X343	
A0A620W631	
A0A5U0E4S4	
A0A6Y3MI48	
A0A5V8XGS3	
A0A707ZL05	
A0A707L9G4	
A0A602BYT5	
A0A708AHP6	
A0A707PFX7	
A0A626LGG8	
A0A707YP43	
A0A712S4Y9	
A0A634D1B0	
A0A5W7DZX3	
B2XXQ1	
A0A707N6B2	
A0A736E8S2	
A0A701IVB6	
A0A5X0D668	
A0A727RQ01	
A0A707Q7Z3	
A0A610K866	
A0A3Z1V360	
A0A601R123	
A0A710H2S7	
A0A707I7H6	
A0A710PPF3	
A0A5Z7QSC9	
A0A8A8Q6R5	
A0A706C4K3	
A0A741B0H0	
A0A635FKZ1	
A0A730RBS6	
A0A611PZH7	
A0A5X6VLI1	
A0A701B082	
A0A5W5AD37	
A0A735ZMH9	
A0A631ZCY7	
A0A707NIY9	
A0A708CPR6	
A0A5V8S4J8	
A0A741WP59	
A0A709WE30	
A0A727MFP5	
A0A5X2ZX81	
A0A736AD95	
A0A5X3DFG7	
A0A6Y6KLI8	
A0A727MJK2	
A0A5U8V7H3	
A0A3Z1V6G6	
A0A728DPQ4	
A0A708HBV4	
A0A620W5D3	
A0A5U8VZV4	
A0A736A657	
A0A708ZNQ0	
A0A5X7MCU1	
A0A734HA21	
A0A5Z7K3L2	
A0A600BF26	
A0A713KCL5	
A0A5W7LCD1	
A0A709WCQ9	
A0A701I3X2	
A0A707YZM2	
A0A732YA44	
A0A0H3VYQ4	
A0A625VWS0	
A0A740JVG1	
A0A774N0B2	
A0A734MKQ5	
A0A734N5F0	
A0A701IWV0	
A0A735ZNJ0	
A0A3Z1VA92	
A0A713ZG79	
A0A707GBT3	
A0A732W655	
A0A707YL32	
A0A709HIT7	
A0A636YMZ6	
A0A5V7QVC8	
A0A707YNT0	
A0A5V7S618	
A0A5X9MPL3	
A0A455ZX90	
A0A5W3MA63	
A0A710VY29	
A0FLH8	
A0A736Q2X0	
A0A5Y0LPA2	
A0A631M8X1	
A0A626PYN0	
A0A614Q2Y5	
A0A735ZWG2	
A0A732IUJ1	
A0A735ZWT2	
A0A701JX55	
A0A731BU27	
A0A727MGW5	
A0A707SR48	
A0A735ZRQ8	
A0A5U8V6N6	
A0A5W6KS95	
A0A707ZVY0	
A0A730MY72	
A0A708DRC6	
A0A767S4Z2	
A0A707LNM7	
A0A713ETP5	
A0A705WYM4	
A0A740VB66	
A0A635XC10	
A0A727S3W5	
A0A701H2R3	
A0A5W5A1D3	
A0A708L0T9	
A0A708ADV9	
A0A5Z6IDB9	
A0A727MYN1	
A0A5X6MC32	
A0A5X9MMV2	
A0A602C9L4	
A0A5W9L6A1	
A0A706BHB5	
A0A5U8V131	
A0A740SCU8	
A0A707CDK5	
A0A3Y4XEL5	
A0A1I9S349	
A0A628N7P7	
A0A707P6R8	
A7WNT6	
A0A731FMN3	
A0A706XP63	
A0A727MCG5	
A0A629ATF7	
A0A708CL30	
A0A727RZ89	
A0A727MSH1	
A0A715WEY2	
A0A707LA37	
A0A706EKT3	
A0A1I9W735	
A0A5V7GPS8	
A0A708AH79	
A0A609J2V0	
A0A734EUR9	
A0A740V8M0	
A0A740MK60	
A0A708EZ30	
A0A730R7W6	
A0A712NK45	
A0A6Y4ALH0	
A0A5X1RG24	
A0A5Z7M4M7	
A0A707GJ79	
A0A742IPV1	
A0A4D6IZK6	
A0A5Z6FCJ5	
A0A604W5H9	
A0A734MBK1	
A0A618N018	
A0A707YQX7	
A0A701EBI0	
A0A631RGG3	
A0A6Y4S9B5	
A0A0H3VVK5	
A0A622I3Q6	
A0A634QDB5	
A0A705WT74	
A0A710GX87	
A0A701DPM3	
A0A707PZ55	
A0A5V5ZDI3	
A0A774MUN0	
A0A622I3V2	
A0A0N9LW52	
A0A710HIZ9	
A0A738FCU5	
A0A707XKY8	
A0A767XFR7	
A0A727MSK0	
A0A634WVH8	
A0A628NA39	
A0A732YP64	
A0A736A5Z1	
A0A708NM40	
A0A602C723	
A0A708JG95	
A0A706TLN3	
A0A634QEQ4	
A0A6M3NLY4	
A0A708HID5	
A0A740FB38	
A0A611B5F4	
A0A701L731	
A0A701Q256	
A0A728FWT1	
A0A707ULI1	
A0A729JYC6	
A0A628N820	
A0A0G3B0I5	
A0A708BAP4	
A0A707J864	
A0A708RME7	
A0A626IX19	
A0A5W9GMN6	
A0A7G2DIV7	
A0A741C736	
Q06WD4	
A0A701E9S8	
A0A701H8F6	
A0A6Y6HVI5	
A0A5W8QR32	
A0A5Y7C171	
A0A626F7S0	
A0A709FJ93	
A0A629AT80	
W5W0M2	
A0A647ANF8	
A0A708KXR0	
A0A636FID6	
A0A708J3D7	
A0A635CR59	
A0A636BAL8	
A0A5W2GYC8	
A0A727MJ15	
A0A634SHW4	
A0A629AS37	
A0A701NM33	
A0A619JQ78	
A0A734MD08	
A0A710F907	
A0A701B4D4	
A0A708E4T6	
A0A707G6A5	
A0A708XQ68	
A0A710R1Y0	
A0A5Z5YVG4	
A0A736A2X2	
A0A701HSB6	
A0A727D7V8	
A0A708CP33	
A0A707FG67	
A0A5V8YJI6	
A0A740K3I0	
A0A701IY66	
A0A709P8L5	
A0A708CE94	
A0A6Y1QXQ4	
A0A707XCS9	
A0A5Y4VHM9	
A0A6Y3M1Q7	
A0A708DE20	
A0A701PJU5	
A0A709HQS2	
A0A727WCQ6	
A0A701HS83	
A0A707LR31	
A0A701IZ44	
A0A706VYZ1	
A0A614PYB6	
A0A706NN76	
A0A706C4A7	
A0A707YNP9	
A0A6Y1BJY8	
A0A735ZMY6	
A0A710BGI5	
A0A611UFW9	
A0A701KFX1	
A0A736E6M4	
A0A634S7D2	
A0A710I788	
A0A734HDH5	
A0A627GV91	
A0A732IME4	
A0A5U0E422	
A0A701IJH5	
A0A710JFG2	
A0A707LNX0	
A0A701L4X8	
A0A709KQ89	
A0A5X2ZYY7	
A0A731BY10	
A0A707YTT5	
Q56014	
A0A730MIQ8	
A0A707PXN7	
A0A727MW94	
A0A3Z1V4Y1	
A0A632VAR3	
A0A5Z8E6N9	
A0A701H808	
A0A5W6KPQ0	
A0A701DKC3	
A0A707GUA2	
A0A701KV01	
A0A730NKL9	
A0A600BIN4	
A0A709S2K8	
A0A626E7L5	
A0A6Y2XX94	
A0A741ZL22	
A0A3Z1V3M1	
A0A708CM44	
A0A708CDM3	
A0A515HL40	
A0A708YPK8	
A0A710KBY6	
A0A736PZF8	
A0A736Q348	
A0A709M876	
A0A708J8W1	
A0A734G6I1	
A0A709LLE5	
A0A5Z8AF29	
A0A734G683	
A0A5Y0LWI3	
A0A5W1QB20	
A0A725JFH8	
A0A735ZUV0	
A0A707BN66	
A0A734IVE4	
A0A708CRI7	
A0A710SHJ9	
A0A5Y4V6M0	
A0A706B7Q7	
A0A767WTA7	
A0A735ZVR3	
A0A5Y0MEC4	
A0A706BCA0	
A0A710GSN2	
A0A6X6TR47	
A0A706WLE6	
A0A5X4LCC9	
A0A709LB15	
A0A774MRY1	
A0A0D3RM26	
A0A706QJ23	
A0A707PTL0	
A0A706WHE2	
A0A706TB09	
A0A701NGE6	
A0A702ETG0	
A0A727MRV0	
A0A5U8V8N5	
A0A736Q5F7	
A0A736ABH5	
A0A774MF15	
A0A616I9R6	
A0A709ZJJ9	
A0A727MR89	
A0A628N7T4	
A0A515HL18	
A0A709R208	
P74847	
A0A708E2K1	
A0A752PL87	
A0A735NCR1	
A0A631ZG95	
A0A626IYS1	
A0A603QBR4	
A0A5Z6F6I0	
A0A611YQK2	
A0A707G5W4	
A0A708BMY2	
A0A707YSZ1	
A0A708B9X7	
A0A6Y1C974	
A0A635QGB1	
A0A5Z7M3W9	
A0A707YW74	
A0A707LHI4	
A0A707SFR5	
A0A636B8B1	
A0A701NFD1	
A0A705WSR0	
A0A602C1R6	
A0A602C328	
A0A737XMV1	
A0A701IY32	
A0A735ZTT5	
A0A710JZ53	
A0A701X6R9	
A0A701ECZ7	
A0A712MAZ5	
A0A701P3F5	
A0A707N0P3	
O33796	
A0A736A489	
A0A5W8KAM5	
A0A737XVB3	
A0A707P3J9	
A0A736A537	
A0A727HN69	
A0A701J2V7	
A0A3Z1V844	
A0A708IBM8	
A0A6Y2PDG9	
A0A5W6KPM4	
A0A634SJ87	
A0A740FFL9	
A0A736E5N8	
A0A707RYF7	
A0A708CDG2	
A0A735ZW88	
A0A6Y3FCW7	
A0A611KGU2	
A0A708NHX4	
A0A629ARX7	
A0A767UG04	
A0A626CDA3	
A0A6Y4PQI3	
A0A736A0W4	
A0A706YND6	
A0A708P9G1	
A0A286KRJ2	
A0A707J476	
A0A708NFS6	
A0A5V8WYN7	
A0A618F1F9	
A0A708C3S6	
W5VSR3	
A0A3Z7V2D1	
A0A737YTJ2	
A0A727MQ06	
A0A707M6F8	
A0A736A108	
A0A715WS09	
O30906	
A0A701I194	
A0A716L9N8	
A0A706NUY7	
A0A767SLQ8	
A0A708TY69	
A0A729JCX8	
A0A708CCX9	
A0A634QYH8	
A0A5Y8EPD3	
A0A704RXW1	
A0A707ZLB6	
A0A736A7T2	
O85312	
A0A707YUT2	
A0A740EID3	
A0A712NEV8	
A0A701IKL4	
A0A729Q229	
A0A734CXS6	
A0A714AHQ6	
A0A706C7M3	
A0A727ME20	
A0A713KD83	
A0A618VVS1	
A0A6Y4PPD2	
A0A6Y2XRT4	
A0A727MBL5	
A0A5W8Z4M5	
A0A709YCK5	
A0A736A8Y6	
A0A6Y6JPA2	
A0A707YWU5	
A0A707G794	
A0A5T9YAJ8	
A0A707HFE7	
A0A701KD87	
A0A727S0M0	
A0A701FX73	
A0A618EZP2	
A0A5V8ALW3	
A0A735ZWN9	
A0A5X3VF82	
A0A707BSM9	
A0A602C3X5	
A0A708NUX2	
A0A740Y898	
A0A734GD35	
A0A716PLF8	
A0A734H111	
A0A701J270	
A0A717LCK5	
A0A734HKD1	
A0A741MHQ9	
A0A5V8UM82	
A0A752DUC1	
A0A701H8C7	
A0A5W6B3M6	
A0A710KK65	
A0A5Y0SBL2	
A0A708CPC4	
A0A3Z7WMU8	
A0A708CNF4	
A0A709R8Z3	
A0A707YMV3	
A0A5W1NK48	
A0A707ZZ11	
A0A724BAQ1	
A0A708CNE1	
A0A736DZ31	
A0A767SN15	
Q06WI7	
A0A636B6J8	
A0A629ARJ4	
A0A706EBF4	
A0A767SDU3	
A0A735ZUD3	
A0A701GM31	
A0A708I029	
A0A727MB06	
A0A710NVM2	
A0A735ZS34	
A0A701K5G3	
A0A708CNS8	
A0A708DKQ0	
A0A5Z8ALZ1	
A0A740F295	
A0A603ZGV1	
A0A706TPV9	
A0A705WW52	
A0A708CNJ9	
A0A701EGP2	
A0A735ZWH7	
A0A709WFI9	
A0A707QAA1	
A0A767SAB0	
A0A5V8YLF9	
A0A707YXF0	
A0A727RXJ6	
A0A707IR07	
A0A710K818	
A0A701G896	
A0A708CD05	
E0D899	
A0A706XGE4	
A0A631NJV5	
A0A611YSY4	
A0A7G2DR21	
A0A3V2KXH1	
A0A6Y3GWY4	
A0A635ZGE5	
A0A727MIJ7	
A0A5Y8EQU4	
A0A731BSD7	
A0A5W9LB84	
A0A709G4K2	
A0A634QYN2	
A0A610ZCH8	
A0A5Z8PKV0	
A0A385JC04	
A0A706M658	
I6Z954	
A0A732NMC1	
A0A7G2DET5	
A0A706TPK8	
A0A604W075	
A0A709FQS1	
A0A602U6K1	
A0A739DX73	
Q5K5X6	
A0A707J7S7	
A0A609RTH9	
A0A3Z1VCM0	
A0A6M3NL27	
A0A709ZE96	
A0A5W9S5H5	
A0A734GP45	
A0A708AWL6	
A0A709EES4	
A0A736PY35	
A0A736A1P0	
A0A709R7M8	
A0A727TUX6	
Q5Y205	
A0A612B801	
A0A6Y3QR92	
A0A626CA97	
A0A707YP51	
A0A5C2CVX1	
A0A727MCR1	
A0A751K642	
A0A626PQ17	
A0A707HZY8	
A0A626FC53	
A0A701IU06	
A0A622I2Y2	
A0A5W9YN24	
A0A709WFL1	
A0A709PE66	
A0A736E8R8	
A0A701X2D1	
A0A714E6F8	
A0A701BHR6	
A0A706WN73	
A0A706UQI4	
A0A5Z8E891	
A0A710K6L8	
A0A609ITK2	
A0A738D5S4	
A0A6Y3B1N8	
A0A5Y4VGU4	
A0A708CFE2	
A0A636Z7B7	
A0A727S2Y5	
A0A5W8R054	
A0A1I9W705	
A0A345WZN9	
A0A706FTZ3	
A0A732NM83	
A0A710E955	
A0A6Y0XHT6	
A0A6M3NTL9	
A0A635FPR6	
A0A752P4L1	
A0A634SI77	
A0A740K115	
A0A730CVY0	
A0A5W1XKI9	
A0A5Y8ER48	
A0A604W2X8	
A0A727MJ28	
A0A710K9Y0	
A0A609J229	
A0A701J1R6	
A0A627WTY0	
A0A5T6Y5F3	
A0A609RUP5	
A0A709WF43	
A0A618EZH8	
A0A727CVY8	
A0A707ZB62	
Q04251	
A0A6Y3QH99	
A0A708LC48	
A0A634SH11	
A0A713IJ41	
A0A3Z1VAM4	
A0A0G3B0E1	
A0A701D0Q6	
A0A626CA34	
A0A5W8QT35	
A0A636BAB3	
A0A741WVP4	
A0A738CBI2	
Q0PNE3	
A0A709WGJ5	
A0A712S4D7	
A0A734GQ72	
A0A709YW15	
A0A707BAH8	
A0A729G7V4	
A0A708CVL6	
A0A710I9K6	
A0A708DXW0	
A0A706BQF3	
A0A731W385	
A0A5W5ZNF6	
A0A609J0V7	
A0A636Z7F0	
A0A710H6X4	
A0A709T6C9	
A0A715U504	
A0A701NG51	
A0A701JKH8	
A0A704RYS8	
A0A5V7DXU4	
A0A5Y4VI26	
A0A730VWQ1	
A0A626FCS3	
A0A631RI32	
A0A727MI37	
A0A5V7DSY4	
A0A5Z2WW29	
A0A5U0E9M1	
A0A3Z7WDL5	
A0A621RZ31	
E0D8A2	
A0A5W1NLI7	
A0A710H8C9	
Q9RIL9	
A0A5X3THD2	
A0A626PZI2	
A0A5W5A9S2	
A0A3Z1V4C8	
A0A5X2DRB7	
A0A707YVX1	
A0A732IT69	
A0A619JVF0	
A0A706L4Q5	
A0A620WAE8	
A0A740V9V9	
A0A5X7JWA7	
A0A607JGR4	
A0A3Z1V928	
A0A708HTN3	
A0A5X0DSB6	
A0A730WPW2	
A0A730RGZ6	
A0A620WAV2	
A0A735ZW46	
A0A600BQW0	
A0A610YWM9	
A0A707KES7	
A0A600BI58	
A0A708CDI2	
A0A5W5ZM69	
A0A735ZU21	
A0A713EXU2	
A0A635JSS0	
A0A609IS89	
A0A740E2W1	
A0A625VN13	
A0A707YSN8	
A0A5W2MQ22	
A0A634AIF4	
A0A5W7ESB9	
A0A701J1P6	
A0A711M3K3	
A0A701J116	
A0A731BS62	
A0A707YNX7	
A0A5X8F234	
A0A5X1VRF2	
A0A5W5BFQ7	
A0A701K299	
A0A6Y4AFL5	
A0A627SCJ8	
A0A727MCR3	
A0A627GUS5	
A0A628N2P2	
A0A3Z9BZC4	
A0A706KGW6	
A0A734CPJ0	
A0A701IZS4	
A0A708CQH4	
A0A736Q222	
A0A706NQW1	
A0A612PJB1	
A0A625VMF7	
A0A727MR04	
A0A708TI71	
A0A707GQX4	
A0A710HUR6	
A0A717PEI0	
A0A710BY74	
A0A736PYV5	
A0A6Y6IBI2	
A0A736AAJ9	
A0A632V7V9	
A0A701IWV2	
A0A710LRU1	
A0A628YPF0	
A0A632V9L7	
A0A5U8V243	
Q1L0H6	
A0A710Z6Z2	
A0A709KU56	
A0A767SDX5	
A0A636YQ98	
A0A6M3PGT2	
A0A3Z1V5K7	
A0A612S4I9	
A0A634S6R5	
A0A774SAI1	
A0A701IWF1	
A0A701AVJ2	
A0A611DLV6	
A0A3Y4XDN1	
A0A727RPQ3	
A0A709C2P0	
A0A3Z7WJC9	
A0A5X4Q164	
A0A5Z7QTD8	
A0A709AF90	
A0A634Q9D9	
A0A618EZ54	
A0A5Y6WKG6	
A0A733YNR2	
A0A707KKV1	
A0A735XX31	
A0A631L004	
A0A5W2GWI8	
A0A877HT66	
A0A736JJ11	
A0A707RMF5	
A0A5V8QVL5	
A0A774MVK2	
A0A706CSH4	
A0A631MU37	
A0A616IBP5	
A0A3Z1VAL7	
A0A627VHQ4	
A0A706C7K8	
A0A710MES0	
A0A6Y1QZ72	
A0A707NBF8	
A0A625M9S0	
A0A5Z2ZFK4	
A0A701H400	
A0A636FQM7	
A0A5W3SYR2	
A0A708D5S1	
A0A708R1T9	
A0A3U8HZZ6	
A0A709F311	
A0A701FRY4	
A0A707FXH9	
A0A3Z1V5H1	
A0A706QJ81	
A0A5Z7RVA3	
A0A5W4UDW6	
A0A6X6TPZ8	
A0A629FU55	
A0A5W2UHY4	
A0A3Y8I8N5	
A0A701EDT6	
A0A5W1PWG6	
A0A706BP84	
A0A5Z5YVC7	
A0A3Z1V4T8	
A0A735ZP84	
A0A726CD86	
A0A5Z8ZU71	
A0A0G3B472	
A0A707FWB8	
A0A5Z7QZH2	
A0A5U8V2U1	
A0A707L265	
A0A701JM17	
A0A635FLW0	
A0A3U5FET1	
A0A636B0F7	
A0A727MIX0	
A0A710SXL0	
A0A603UZV4	
A0A701BG59	
A0A727MPN5	
A0A639KT05	
A0A707YAF9	
A0A707U2D0	
A0A636ZKL1	
A0A767S5C8	
A0A708V1A4	
A0A735ZPI3	
A0A5X0DDX7	
A0A735ZQD2	
A0A877HTA0	
A0A6Y1YLK4	
A0A701CYF4	
A0A3U5FP63	
A0A706HL94	
A0A701AY37	
G2HK49	
A0A705X143	
A0A634QY20	
A0A701AZC1	
A0A767XQV2	
A0A704VU02	
A0A5W3T2Q4	
A0A701PAS6	
A0A611IYF7	
A0A5T9Y4F4	
A0A3U5FN41	
A0A5U8V6U8	
A0A731BT20	
A0A628N5R0	
A0A634A5C3	
A0A5Y0LUM3	
A0A1P8DN93	
A0A730X3L9	
A0A5X8QBV6	
A0A609IXV2	
A0A706C608	
A0A619JPZ3	
A0A5W7EWG6	
A0A620W739	
A0A636BCK5	
A0A727CFZ9	
A0A735ZT46	
A0A710LP63	
A0A632VAG6	
A0A5V9C8L9	
A0A709F5J1	
A0A737YVY6	
A0A3Z7WCH9	
A0A707J7D1	
A0A636FET8	
A0A701NWV0	
A0A5C2CVL4	
A0A706WWD7	
A0A5X9QMA8	
A0A741U6P1	
A0A735ZLW9	
A0A728DXC5	
A0A736A651	
A0A628N8Y2	
A0A727ML40	
A0A5V8EUI1	
A0A727MJL7	
A0A6M3NBZ5	
A0A701NIF1	
A0A6Y3RA08	
A0A701NG58	
A0A5W3T2P0	
A0A708CRK5	
A0A725JEG3	
A0A707KJW4	
A0A5Y8EKY6	
A0A709YHQ0	
A0A709U7T9	
B2XXP1	
A0A634S7V2	
A0A5U8V2I1	
A0A707HS96	
A0A732V8Y8	
A0A727MUB7	
A0A708DFC4	
A0A706W084	
A0A3Y3SPW9	
A0A710VXV3	
A0A5W5ZNE4	
A0A737A719	
A0A706T8G1	
A0A626G0Z0	
A0A709X6E0	
A0A701IVD6	
A0A708NJ60	
A0A706E681	
A0A704VV30	
A0A701B1M3	
A0A708BT25	
A0A738KCC8	
A0A737X9W2	
A0A708CDE7	
A0A707FHY2	
A0A774S9V4	
A0A708AHN8	
A0A708D5Y6	
A0A603JEB4	
A0A5V8XRF5	
A0A706WPD1	
A0A3Z7WI72	
A0A631RGD1	
A0A736Q1T6	
A0A5W1QBW6	
A0A5Y4V572	
A0A706WTT2	
A0A711AHU4	
A0A727M907	
A0A709LL49	
A0A741R3A2	
A0A727MCY3	
A0A712M457	
A0A6M3N882	
A0A713I5K7	
A0A735ZVH9	
A0A5V8F4J7	
A0A5W2ULP1	
A0A707W8I3	
A0A727MR28	
A0A6X9A649	
A0A701IVM2	
A0A708NPA6	
A0A701T474	
A0A708YES4	
A0A0P0BTP1	
A0A5X1PEU3	
A0A774MXM8	
A0A636QC40	
A0A5X1Q9I4	
A0A0D3RJQ8	
A0A701IVS6	
A0A736A124	
A0A6Y4AML3	
A0A5Y4V753	
A0A732QKL0	
A0A619JPG8	
A0A706YPL0	
A0A710JAH6	
A0A626GHT5	
A0A727M9U1	
A0A707HX42	
A0A5U0E6Z7	
A0A609ITX6	
A0A709TAB9	
A0A767TJK9	
A0A741C1S6	
A0A727RX07	
A0A735ZRC4	
A0A707SJK5	
A0A621H8G4	
A0A741QY78	
A0A6Y4UV90	
A0A617M5R6	
Q9X623	
A0A701IXD2	
A0A741WSR2	
A0A5X1RSK3	
A0A706ITR5	
A0A714AIR1	
A0A600BS13	
A0A708BVC6	
A0A0D3RK05	
A0A602BVW3	
A0A706Z5Z9	
A0A774S1A8	
A0A5U0ED06	
A0A706Q0R2	
A0A707VCR6	
A0A741XIK5	
A0A706JLP7	
A0A731GC40	
A0A5W1QC54	
A0A6Y3HJ98	
A0A736A6P1	
A0A615E3H8	
A0A708AJQ1	
A0A711AD74	
A0A735XUR8	
A0A708CDC9	
A0A736AAS7	
A0A708CCV6	
A0A5X7MHJ8	
A0A729K749	
A0A706JU28	
A0A709T9A5	
A0A635X9K9	
A0A706ZHM9	
A0A6Y3HPH9	
A0A727RYP4	
A0A701NJ60	
A0A707XYN5	
A0A3V2HUX7	
A0A0D3RJL7	
A0A603PKE8	
A0A707P6H1	
A0A732V8C6	
A0A707M145	
A0A706R7N0	
A0A735ZVB9	
A0A710BJJ8	
A0A5Y4VHY9	
A0A635UHB3	
A0A710BN58	
A0A626LGD5	
A0A603JG92	
A0A713Y5F3	
A0A709QVV4	
A0A707JC63	
A0A712RZ23	
A0A767SAK7	
A0A706Q0A9	
A0A0G3B0B3	
A0A707U3Q1	
A0A732IRT8	
A0A609J2V5	
Q9RH96	
A0A727RMS8	
A0A626FCQ2	
A0A701JLZ9	
A0A635X6S7	
A0A603JED1	
A0A752P8G0	
A0A5V6CDX5	
A0A708YBY1	
A0A705YAE5	
A0A635XDY2	
A0A736A6B9	
A0A701BJT9	
A0A734J4N8	
A0A345WZ56	
A0A701J0S0	
A0A602C4H2	
A0A603JEC7	
A0A5X1Z3Z9	
A0A728FYD1	
A0A705Y076	
A0A5W1Q0J9	
A0A611ALJ5	
A0A728JK60	
A0A708DQ59	
A0A707YU04	
A0A5U8V5B8	
A0A7G2DH77	
A0A734HEM8	
A0A716K3U7	
A0A734J8P5	
A0A708CCD0	
A0A609J1P3	
A0A625QJ30	
A0A701K0T9	
A0A706BS46	
A0A767UP61	
A0A735ZYR9	
A0A707YXB9	
A0A701IR59	
A0A710C6K8	
A0A708CF31	
